id,课程名,评论
75,微信小程序入门与实战  常用组件API开发技巧项目实战,真的很实用，跟着老师一步一步写。不但避开了一开始瞎弄对踩坑，对信心造成的打击，更加提升了我对于小程序编程的兴趣。下一步准备自己作死去做东西踩坑了。到时候还麻烦老师继续答疑解惑哈
75,微信小程序入门与实战  常用组件API开发技巧项目实战,"实用、通俗易懂，逻辑也不错，这些优点都具备了，是一份好课程。最重要的是能凑热点，必然是爆款课程啊

有个意见提一下，对课程本身也不太重要，但不得不提一下。老师您的英文单词读得。。。听的我尴尬症频犯啊。image、avatar、author。。。读音奇怪也就算了，重读音节从来都是您自己任意创造的吗... 也许是我太吹毛求疵了，只是因为经常和老外进行项目合作对这点比较敏感吧。"
75,微信小程序入门与实战  常用组件API开发技巧项目实战,真心很不错，内容详实，涉及到的知识点讲解很透彻，最最重要的在整门课程里灌输编程的思想告诉你为什么这样做，这样做的好处是什么，不这样做的问题是哪些，受益很多。
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的太好了，用了10天左右仔细的学完。做为一个后端程序员也喜欢上了前端开发，技术的道路是无止尽的，学完课程让我坚定了想做全栈的信念。希望老师出更多的课程供大家学习！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,"非常赞的一门课, 老师讲的很细致、清晰易懂, 很实用，而且学起来没有难度！最重要的是老师对这门课非常的用心，后续还一直以补录视频或者知乎文章等形式跟进小程序开发的进展，满分！！！"
75,微信小程序入门与实战  常用组件API开发技巧项目实战,"看来前面的40%，然后跳到后面看了下，忍不住过来评价一下。
老师这个套视频我觉得还是非常用心的，讲得也非常细了，以后开发哪里不明白可以选择性再此观看理解消化！"
75,微信小程序入门与实战  常用组件API开发技巧项目实战,很感谢老师 除了教知识 还教了一些编程的思想以及做程序员的人生思考 最喜欢的观点是要有自己的产品 不管做得怎么样 今天把视频看完了 虽然不知道能不能做出一个像样的东西出来 但是真的想试一试
75,微信小程序入门与实战  常用组件API开发技巧项目实战,想不通为什么分数是9.9，那0.1哪去了，估计是误点的，绝逼值10分，老师是用心在教，而不是用嘴。如果非要提意见的话，建议老师把核心代码截图画出相关流程图，方便零基础同学理解
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲课思路清晰，讲的都很实用，小程序版本更新了课程也会更新，很多网上查不到的问题，在老师这基本上都讲解了，很给力啊！超值了！感谢七月老师~
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的很详细，即使是我这样搞传统工程设计的没有编程基础，都能跟着一步步做出来。而且在不断模仿中自己领悟到编程的一些诀窍。而且有问题提问，老师也及时能做出解答。感谢七月老师！
75,微信小程序入门与实战  常用组件API开发技巧项目实战,老师讲的很详细，即使是我这样搞传统工程设计的没有编程基础，都能跟着一步步做出来。而且在不断模仿中自己领悟到编程的一些诀窍。而且有问题提问，老师也及时能做出解答。感谢七月老师！
115,前端JavaScript面试技巧,听完了整个课程才来评价，老师讲的很用心，之前也花钱听过很多课程，内容其实都听过，但是这个老师是第一个真正帮我梳理出来一个适合面试的思维流程和印象，感谢老师，接着去看老师zepto的课，期待更多收获，也希望自己能够更优秀！
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,如果问谁对我在学习vue路上帮助最大， 那一定是黄老师！
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,黄老师讲得太棒了，很实用、全面，逻辑和思想值得学习研究
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,干货满满，才看了1/3，就学到了好多知识
129,前端跳槽面试必备技巧,老师讲的确实不错，讲的很细致，给老师一百个赞
115,前端JavaScript面试技巧,"看了一半了将近,说说我的看法,首先里面讲的东西都不错,有很多需要好好注意的点,有些问题确实困扰了我很久,看了视频明白了不少.如果说每中不足的话,老师代码示例应该多给我们换换题,出一个不一样的,也能练练.那样应该更好"
115,前端JavaScript面试技巧,"自学前端，目前在找工作中，感觉这个课程非常有用。闭包，原型链这些必问的东西，让我在面试中有了很多的底气。
对于没有经验的，如果公司和你谈得来，觉得你基础不错，还是愿意带的。而那些看似古怪的面试题都在测试着你到底底子怎么样。
我非常推荐这个课程，即使不为了面试，有人能给你白话这些平时注意不到的基础这钱都花的值。
另：已收到offer，谢谢！"
115,前端JavaScript面试技巧,老师的js方面的文章 博客园上的我都看过，看完视频的话，像js的基础，git和运行环境的一些问题以前都是一知半解，现在整个都很明朗!下一步也准备 找工作了。视频看的不亏！哈哈
115,前端JavaScript面试技巧,忍着头痛也要先评论了再说。之前学习的时候，我一直抱着能百度出来就好了，基础嘛，知道得差不多就行。然后上周四，我被腾讯大牛吊起来打，他说，大一点的公司不会问你那么多的，就考察你基础，基础不过关其他免谈。然后他当着我的面把整套js体系梳理了一遍，把vue各种原理，逻辑和特性梳理了一遍。我终于明白，大神和菜鸡的差别，就是基本功。菜鸡还只会用的时候，大神已经参透了原理。周一苦苦等更新，终于在今天上午十点等到了，最后一部分用流量刷完的。下午面试的时候，我发现了质的区别，我也能很清晰地讲明白前端问题了。谢谢老师。
115,前端JavaScript面试技巧,老师讲得非常好，用的是题目-知识点-解答的讲解方式，让人容易理解，逻辑清晰，把握住一些新手容易忽视的细节问题，用你听得懂的语言去讲解js的基础知识，教学所使用的代码例子也是非常典型好记的，好评！！！
115,前端JavaScript面试技巧,赞一下了，很稀有也很良心的课程了！过来听的同学一定要学完相关基础知识，在听课程，会发现很多问题豁然开朗，除了相关的具体知识，还有实战、面试中的一些方法论问题！然后，唯一的问题就是如大家反馈，声音有些不够清楚，1.5倍速基本没法听了，尤其是前半部分，到了后半部分，老师似乎意识到了这个问题，语速吐字已经有所调整！
115,前端JavaScript面试技巧,帮助很大 重新梳理了很多知识点，就是部分片段的视频声音不清楚
115,前端JavaScript面试技巧,都好，思维。逻辑内容都懂，唯一的一点，声音有些不清楚
115,前端JavaScript面试技巧,讲的很好，结构清晰，跟着老师能够把js的重点内容全部从头到尾顺一遍 做到心中有数！希望后面的课程音质能好一些。
115,前端JavaScript面试技巧,谢谢老师，帮我理清了很多知识盲点，也清楚了自己哪方面不足，找到方向就可以学得快一些，感谢~
115,前端JavaScript面试技巧,之前自学了很多相关知识了，你的描述让我经常感觉豁然开朗。好像一张窗户纸被捅破了。概念把握很透彻。推荐
115,前端JavaScript面试技巧,是看你的http://www.cnblogs.com/wangfupeng1988/p/3977924.html这个系列找到你的慕课网课程 但是感觉你的文字能力比你的表达能力要强呢。。感觉文章写得很好 但是视频讲的有些含糊
115,前端JavaScript面试技巧,讲的还是比较好的，就是我觉得如果慕课如果能够出一个关于vue的面试问题 ，就更好啦 我会毫不犹豫的买的
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,只能用完美来形容，期待下一个课程，敢出就敢买！
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,确实干货满满，之前很犹豫要不要买该课程，学习了一段时间后，三个字 非常值
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,讲的很透彻，很棒的课程，很系统。下次还会继续购买。
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,我一般看其他视频播放速度都是1.5倍的，唯一只有这门课程的播放速度都是1.0，老师这评价你懂了吧
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,31号出了课程立马就购买了～跟过老师的外卖app人都知道老师的课程质量绝逼稳～
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,学到很多，编程思路，思考全面，有很多小细节，小知识点，很实用，收获满满的
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,代码质量高，学到很多思路，很喜欢老师的课程，希望还有更多的课程
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,看了开头后，感觉还是蛮实用的，希望能用到自己的项目中去，谢谢。。。
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,超级棒的课程，学懂了是真的赚了！！！！
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,老师，我想把我的女同学介绍给你做老婆。
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,讲的非常好
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,老师很用心，真的
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,特别满意，收获良多。期待老师别的课程
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,真的好，真的强，内牛满面~
107,Vue 2.0 高级实战-开发移动端音乐 WebApp,还不错的课程，跟着课程学了一个月了
129,前端跳槽面试必备技巧,听了1/3，还是非常赞的
129,前端跳槽面试必备技巧,昨天去的面试，关于js的面试题，课程基本都有讲过，所以很幸运，而且面试官问了很多js深层的东西，虽然答得不是很好，但是根据原理上的东西都多多少少能说出一些来，感谢遇到慕课网老师。
129,前端跳槽面试必备技巧,"内容细致充实，每个知识点的难度一层一层递进，非常好的课程。
老师讲了不少很实在的知识点，大部分课件里都有。希望一些概念原理的说明也可以写在ppt里，比如BFC原理。"
129,前端跳槽面试必备技巧,目前为止，慕课网前端付费课程已经买了不少于10门，万万没想到能在慕课网买到这样极好的精品课程。首先说一下授课内容包括了整个面试考查的知识点，再由面试问题深入浅出引出相关知识点，老师把每一个知识板块的重点说的清清楚楚，明明白白，同时在授课中也讲解了面试的技巧，就算是前端小小白也能轻松听懂。老师讲课语速适中，吐字清楚，逻辑清晰，深入浅出，有问必答。希望慕课网可以继续和老师紧密合作，推出更多更好的前端视频教程，对于这么优秀的老师，应该重点 重点 重点（重要的事情说三遍）提前排期，方便广大慕课网的学员提前学习。在这里给老师点32个赞，坐等您的新课~~~
129,前端跳槽面试必备技巧,Web前端的学习一直以来给人一种假象，就是它是一门易于学习的技术。但当你走进前端的世界之后，才会真正发现前端技术体系涉及面之多，深度之广，更新之快。慢慢的你会迷失方向，不知如何继续下去。这是所有初学者或一些已参加工作的职场人的共同困惑。因此如何将前端繁杂无章的知识系统化，体系化，是前端学习的核心和关键。本课程虽然题目为前端跳槽面试技巧，但课程的实质更多的是帮助大家梳理整个前端职业知识的体系和脉络。学完之后，如果你能继续深挖，相信会收获更多。起于面试技巧，又不至于面试技巧，我觉得是本课程的一大亮点。整个课程反映了讲师是一位善于总结，会学习的前端技术人。不管是面试还是学习，这门课程你值得拥有。
129,前端跳槽面试必备技巧,老师讲得非常好，重点的地方重点讲，还一步步，循循善诱，点个赞。谢谢老师O(∩_∩)O，我之前失败了几次面试，但问题都在这里能找到，如果早点看的话就好了
129,前端跳槽面试必备技巧,用时20小时，结合自身情况边看边做笔记把课程全部过了一遍，已经想开刷第二遍了。工作两年，这段时间打算换个环境，当下各个公司对前端开发的要求越来越高，虽然自身是计算机专业出来，但是本身很少有高校专门有开前端专业，并且前端这块的知识体系很散乱，因为没有做好系统的复习面试情况不理想，刚好看到慕课上有老师出的面试课程立马就买了。老师把很多面试的重难点归类整理，由浅入深的讲解了各个知识要点，看完后对我的提升很大，有些之前模棱两可的点现在算是彻底弄明白了，非常感谢老师的分享。针对面试目前有几个问题想找老师咨询下，老师有看到评价记得加我哦。 感谢~
129,前端跳槽面试必备技巧,挺实用的 如果早点看了这个 我移动研发中心那个面试就成了！哎 可惜了！不过我面试了几家ajax storage 闭包 this指向 作用域 也都是必问的
129,前端跳槽面试必备技巧,全部看完了很有收获，里面的知识点、经验之谈，对于我们这些学习者，会少走很多弯路，知识点大家都容易学到，但是如果有个经验丰富的人，帮你总结了，给你一个大致的轮廓，相信你也一定会走的更快。
129,前端跳槽面试必备技巧,通过此课程让我对前端的面试和知识的掌握有了一个新的认识，老师把每一个环节都梳理得非常清晰，能够给我带来非常大的帮助，老师在线下的群里人也非得好，对于我们的问题都非常积极耐心的讲解，希望每一个有梦想的人都能找到一份自己满意的工作。
129,前端跳槽面试必备技巧,"感谢老师的输出，物有所值。
总结一下收获的点：
核心就是：找机会把话题(自我介绍,简历)引导向你擅长的方面;
1、细看JD描述、对照修改简历和自我描述(不要一版简历走天下);
2、重基础，懂原理( 布局、BFC、垂直居中， JS事件代理、对象的继承、Ajax、跨域、性能优化、API的掌握程度、ES6、正则、模块加载器、框架之间的区别、某个框架的细节、双向绑定原理、排序递归堆栈算法…);
3、精心准备项目 - 切记临场发挥;
4、知进退，察言观色;"
115,前端JavaScript面试技巧,我想说什么都好，就是说话太快了，是我反应慢吗
115,前端JavaScript面试技巧,通过老师的梳理，让我对JS的基础知识体系有了一个清晰的脉络，JS三座大山，原型链、作用域链、单线程异步。再也不担心基础不扎实了，老老实实跟着老师一路学下去，感觉充实了很多，非常棒的课程，相信学完这门课程，JS基础再也不虚了，我也能走的更远，希望老师接下来可以出下列相关的课程，ES6、Typescript、Vue.js、Node.js、
115,前端JavaScript面试技巧,讲的很棒 前端大体的框架都懂了， 希望早日拿到offer
115,前端JavaScript面试技巧,内容讲的非常棒，就是音质实在不行，有的地方都听不清
115,前端JavaScript面试技巧,基础知识巩固，有的时候讲师语速过快，重复听了几遍还是听不清楚
115,前端JavaScript面试技巧,老师讲的非常简练，没有一点多余的话，但都是js关键的难点，讲解的清晰，系统，非常棒，期待更多这样的讲课方式的视频
129,前端跳槽面试必备技巧,我买过十几门课了，有好几个老师讲的都特别好，有些是当时觉得不好，后来觉得特别好，这些都跟个人当时的理解程度和知识水平相关。不过这门课我觉得是评价最高的了，这门课的评分估计要成为实战课程的最高分了，十分好评，谢谢老师
129,前端跳槽面试必备技巧,"非常好的课程，强烈推荐，适合一些有一定基础的或者是基础不扎实的同学，老师的课程将前端的知识分类的讲解会让自己有一个对自己更好的审视，能够找出自己的不足，同时建议大家在观看课程的时候都不要直接听老师将答案，自己想一想自己会怎么做，最后结合老师的讲解，先理解，课后一定要去补不熟的知识，注意是一定要去补，不然课程就没有意义了，总之，老师这门课非常的通俗易懂，很适合校招的同学查缺补漏提升自己，以及找工作的各位对自己的工作有一个清晰的认识，该怎么做。强烈推荐，老师人非常好，这门课最大的收货不是这门课，而是在职业生涯中遇到这么一位引路人，点赞。犹豫的同学，come, join us！你一定不会失望的。"
129,前端跳槽面试必备技巧,一开始Android有面试课的时候就在想前端什么时候也出一门面试课，想不到出去玩回来后就遇上了。这是很好的查漏补缺课程，适合当前阶段的我。超赞，强烈推荐！！！
129,前端跳槽面试必备技巧,老师的课程听了一半就迫不及待来评价了，讲得真的是太好了，很系统的整理了前端面试中的常见问题，剖析深入却不累赘。老师也很乐意帮我分析面试过程中遇到的问题，有问题也能及时回复，很敬业，必须点赞！！！
129,前端跳槽面试必备技巧,花了差不多两天时间梳理了下知识点，查漏补缺，发现了自身很多不足的地方。技术知识点很有层次感，循序渐进
129,前端跳槽面试必备技巧,很棒！听完有很多收获，我在公司前后端都做，这样是不是不利于找工作呀，毕竟没有专业做前端的那么深入吧，纠结呀老师
129,前端跳槽面试必备技巧,"老师讲的课程很实用，整个听完后过来评价，感觉收获很大，希望在接下来的秋招中能收获offer,谢谢老师。"
129,前端跳槽面试必备技巧,看完啦，有些章节还二刷了。感觉很棒。最近也正在准备面试前端，给出的很多面试建议都很有帮助。跟着老师把前端知识梳理了一遍，自信心也增加了。
111,Laravel  快速开发简书,很不错，至少敲三遍，理解加上掌握
111,Laravel  快速开发简书,好东西  php最强大的框架
111,Laravel  快速开发简书,很不错，至少敲三遍，理解加上掌握
111,Laravel  快速开发简书,前台页面在哪儿下面呢
111,Laravel  快速开发简书,很容易就入门了，真心不错
111,Laravel  快速开发简书,老师真的讲的。
111,Laravel  快速开发简书,老师讲的很有条理，思路清晰
111,Laravel  快速开发简书,不错 老师讲的很清晰 通俗易懂
96,Java大牛 带你从0到上线开发企业级电商项目,"课程绝对满分好评，哈哈，是难得的对实际操作一步一步的讲解的视频，只要有一些基础的都可以跟着老师的课程操作，在学习的过程中查缺补漏，老师对于linux 和windows都有讲解，一定是很用心的准备的，后续设计表的时候 详细讲解了设计的想法和概念，对常用的mybatis插件及技术都有非常深刻的理解和详细的讲解，对问答区的提问回复的也很及时，期待下一期能讲解一下zookeeper,redis，mq等常见技术的加入及优化，二期绝对支持！~"
96,Java大牛 带你从0到上线开发企业级电商项目,未购买此课程前看了下评论，很多自称初级或者入门的同学说教程很好，很适合新手，我就果断的购买了此教程，然后发现大家对于”新手“”入门“”初级“的定义大概都不一样吧。我学完JAVA工程师路径的课程后，学习这个课程仍然有很多理解不了的概念，比如”guava“”token“等等，而老师在课程中都是直接使用这些知识点的。而且这些知识点不像LINUX那样，我可以在慕课网中找课程去补课。当然，课程的不连续，知识点不全面，这是很多网络课程的弊端。但是 是慕课网将我带入JAVA的大门的，所以我对慕课网寄予了厚望，忠心希望慕课网能改善这些不足，越做越好。如果我的评价中有 有失公允的地方，望老师和同学们见谅。
96,Java大牛 带你从0到上线开发企业级电商项目,"1.geely老师讲得的确是不错。
课程内容都是时兴的技术，而且是一个从0到1的系统一点点code出来了。
无论是对新人还是老人都有意义。
2.有几点建议：
课程前几章，讲环境搭建、配置时，有的细节没有讲清，比如linux系统中的目录权限、用户设置、环境变量等，虽然也可以通过提问或者在QQ群中问其它人解决，但是的确是增加了学习难度。
建议二期课程能注意到这个情况并献出更实用的技术盛宴。"
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,有没有觉得老师声音和张艺兴的好像，好有识别度
106,Android应用发展趋势必备武器  热修复与插件化  ,先来评价一下，从小强老师Android组件化课程过来的，非常感谢老师的分享。课程从底层原理讲解热修复技术，非常棒
106,Android应用发展趋势必备武器  热修复与插件化  ,请问下，有ppt供下载吗？
111,Laravel  快速开发简书,"不错
不错"
111,Laravel  快速开发简书,简洁明了，逻辑清晰，通俗易懂。
111,Laravel  快速开发简书,这个讲师讲得比较好，不会拖泥带水。
111,Laravel  快速开发简书,老师讲的真的太好理解了～ 赞！！！
111,Laravel  快速开发简书,将的超级好！！！
111,Laravel  快速开发简书,讲的不错，就是没找到源码
111,Laravel  快速开发简书,还行！
111,Laravel  快速开发简书,感觉不如小程序的那个老师讲的细，有点敷衍（比如最后的 notice，感觉后面还需要完善才能算实战）。不过也算学到了点东西，不害怕 Laravel 了。
111,Laravel  快速开发简书,内容很不错，希望及时更新!!!
111,Laravel  快速开发简书,很不错，入门很合适的。
111,Laravel  快速开发简书,很不错
111,Laravel  快速开发简书,很好！！！
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,singwa老师的课程通俗易懂，循序渐进，带着我们一步一步开发项目。老师会想到同学可能不清楚的地方，耐心讲解，只要认真跟着老师的步伐，完成整个项目是没有问题的。在做项目的时候难免遇到bug，可以通过慕课网的问答平台和老师的qq询问老师，老师每次都及时的回答，可以说差不多老师一看到问题就立刻解答。通过本次实战不仅可以丰富项目经验，还能开阔学习到如何实际工作中经常用到的方方面面的知识。总的来说，受益匪浅，课程超值！php小伙伴们还在犹豫什么？
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,老师讲的不错，我先学了老师的Thinkphp整站开发 收益很大，又学了这套课程，又收获不少知识，课程里面有不清楚的地方，老师都及时回答，很负责，很适合我这样的自学者。对于我们这样的二线城市，没有太好的技术氛围，慕课网的教程让我提高很多，学到很多一线互联网的新技术，希望老师以后继续出高质量教程，最后感谢慕课网提供的实战教程，性价比很高，能学到很多知识！
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,这套tp5的视频讲解的非常详细，对着写基本不会卡壳，视频讲解了很多tp5的功能特性，还带着大家做了一些三方类库接口，技术都是主流技术。而且站在架构的层面讲解了网站结构，对于只会功能的程序员简直不要太好。结构非常清晰，方便大家进行自己拓展。如果还能出视频，希望支付功能变成支付宝支付，讲解一下tp5下cookie怎么使用，和什么时候使用缓存增加网页效率。
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,老师讲的很细致，我听的也很起劲，正适合刚刚入门的人学习，我要多学习几遍这样才能学以致用，非常感谢老师，这将是我php中很重要的一步，给自己加油
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,老师讲得很好，对我个人而言，有用就行。谢谢
96,Java大牛 带你从0到上线开发企业级电商项目,Geely老师讲得非常好，幽默易懂。通过这门课程我学到了很多新技术，干货满满，对以后的发展有很大的帮助，确实是物有所值。让我对企业级项目有了更深的了解，有利于以后工作的快速上手~~~老师及时回复了我们的问题，对我们认真负责，赞赞赞！！！
96,Java大牛 带你从0到上线开发企业级电商项目,真的很推荐，学Java时间也不长，也出于基础阶段，通过这门课程学到了一整个项目的开发流程，之前是一部分一部分的进行学习，没有说有个一整套的教程将所有学过的只是连接起来，现在这个学完之后感觉收获很大，现在准备趁热打铁，自己来开发一个属于自己的博客系统。
96,Java大牛 带你从0到上线开发企业级电商项目,"感谢老师 !  讲的很详细,   而且也经常帮忙解答问题.   不过想请问老师, 我的vsftpd在本电脑下载来liunx虚拟机在里面安装了.然后在本机启动了tomcat,上传图片什么都不能使用, 是不是vsftpd是服务器类型的, 如果我在本机也安装一个吗, 还是需要继续在虚拟机干什么才可以使用,谢谢老师"
96,Java大牛 带你从0到上线开发企业级电商项目,Geely老师对Java语言的理解很有深度，同时非常认真负责，代码都是手把手敲，每天晚上群里回答学生问题，非常感动，代码含金量高，知识面广（Linux服务器环境搭建、很多很多Java开发技巧和思路），学习这个课程能让你对Java开发有更进一步的认识，找到自己的方向，不断努力前行，1-2年经验的小伙伴强烈建议学习这个教程。
96,Java大牛 带你从0到上线开发企业级电商项目,老师讲的非常细致，很适合初学者学习，就是里面有一些专业命名规则不是很理解，例如什么VO ，BO啦，原谅我是小白。。。。，不过老师讲的真的很棒！
96,Java大牛 带你从0到上线开发企业级电商项目,"跟着一遍下来没什么难度 ，难得是理解为什么这样写和习惯这种编程方式，尤其是常量枚举 和公共类 工具类 。
接触到一种新的编程风格 很实用 ."
96,Java大牛 带你从0到上线开发企业级电商项目,一口气跟下来，也成功部署了自己的线上作品。今天回顾整个课程，对于我来说最难能可贵的是让我这个毫无项目经验的人从无到有完成了整个项目的开发！感觉自己被打通了任督二脉。更难能可贵的是老师在讲课中传授了很多真实生产环境中的经验总结。当然缺点也是有，也许是受限于课程时间，很多很复杂的技术点讲的不够深入，需要自己多思考，好好消化。千万不要不求甚解。最后，现在就等着二期了。
96,Java大牛 带你从0到上线开发企业级电商项目,"看到用户模块。之前的搭建工作对于不是很熟悉的我来说，确实费了劲。跟随课程好几天时间才弄完。想尽可能快把项目看完消化。这里感谢在QQ群帮我解答疑惑的同学，感谢。                                      

                                                                                                                                ——风雨如晦，鸡鸣不已"
96,Java大牛 带你从0到上线开发企业级电商项目,首先这门课程适合没有项目经验的初学者，以及入职不久，在公司修修补补的小码农，这个项目教给我们一个电商网站的后端如何实现 balabala(此处省略)。学完的确是满满的充实感，真的是充实感，尤其当你一段时间没有学习和刷新自己对编程的认知后，学完此课程之后，你会觉得，握草还有这种操作，你会爱上这种解锁各种新技术的快感，说着说着怎么感觉开车了。。。嗯 反正就是值得学习，值得学习，值得学习，重要的话说三遍，三遍，三遍！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,老师讲得很好，视频内容是1.0，但可以自己用2.0开发爬坑，很nice
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,挺好的，学习过程中总会有些小惊喜，还在继续探索。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,非常好的入门视频，课程包含了不少小技巧和最佳实践，感觉看了一半就可以上手干活了，支持一个。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,老师讲的东西还是挺细致的。而且也很注重基础。让我受益良多。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,我觉得难的地方应该讲的慢一些，比如webpack部分，我看了还是一头雾水。这地方有点绕的
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,老师思维绝对清晰，跟着老师的节奏一步步的从一个骨架编写一个个组件。受益良多。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,确实挺好的，已经听了70%，看了90个小时，也有很多自己的思路在试验，耽误了时间
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,感觉一般，写代码经常有编译错，给新手的感觉是这个东西难学，会踩很多坑。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,初学者从头到尾跟着老师学习，收获很大，主要是群里的学习氛围很好，老师的答疑也很专业
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,刚看了前几章，清晰度好低啊，看着特别累眼睛，还看不清
106,Android应用发展趋势必备武器  热修复与插件化  ,听说前10有优惠券发？
106,Android应用发展趋势必备武器  热修复与插件化  ,可能是自己基础相对薄弱的原因吧，有点不符合自己的预期，视频讲解还算清晰，但源码与视频讲解不同步，自己动手花太多的时间在填坑了，而且对于出现的问题，建议可以收集同学出现问题及解决方案的文档共享到课程交流群，避免不同的同学在相同的问题上花太多时间，纯就消费者体验来说，教学质量有提升的空间吧
106,Android应用发展趋势必备武器  热修复与插件化  ,老师讲的非常好，总体的教学流程非常清晰，老师讲课风格也很好，最近公司需要改造插件化，所以就买来听了，总体来说还是学到了很多东西。老师的很多编程思想、经验以及技巧都让我受益匪浅。总而言之，个人投资是一笔永远不会亏本的买卖，也希望自己能够变得更强，努力的成为自己领域中的大神。同时祝福老师事业顺利！
106,Android应用发展趋势必备武器  热修复与插件化  ,老师讲的非常好，总体的教学流程非常清晰，老师讲课风格也很好，最近公司需要改造插件化，所以就买来听了，总体来说还是学到了很多东西。老师的很多编程思想、经验以及技巧都让我受益匪浅。总而言之，个人投资是一笔永远不会亏本的买卖，也希望自己能够变得更强，努力的成为自己领域中的大神。同时祝福老师事业顺利！
77,Android自动化测试实战 Java篇   主流工具 框架 脚本,看过老师的免费入门课，被圈粉就来买了这门课，老师的讲解很细致，课程安排的非常好，物超所值，刚学完monkey，然后测试了下我们公司的项目，就发现了一个Bug，哈哈，我要好好学习，争取年前学完，然后把现有的项目重新自动化测试一遍！
77,Android自动化测试实战 Java篇   主流工具 框架 脚本,公司要做自动化测试，暂时找不到人，只好自己找资料学习，这个课是我找到的最系统，学完就能直接运用到工作中的Android自动化测试的课程，老师也确实是非常有经验，让的非常容易理解，在群里辅导也特别认真负责，给老师点赞，给慕课网点赞！
77,Android自动化测试实战 Java篇   主流工具 框架 脚本,很好的课程。不像有些课程特别多、凌乱。刚开始学，基本的知识点都提到了。如果某些地方不太懂，可以自己查查也就会了。目前我的感觉是，这门课程像是一个目录似的课程，会把用到的知识都点出来，并且讲解，废话很少。然后主要靠课后自己的实践和网上找资料，我很喜欢这种方式吧
91,最容易上手的Vue 2.0入门实战教程,"基本学完了，给老师点个赞，学完这门课程，正如课程名称一样：带你入门Vue2.0，师傅领进门，修行在个人，大家珍惜老师的付出，汲取很多知识点，总体来说货真价实，课有所值。
期待老师继续为Vue发力，出新课程，辛苦了."
91,最容易上手的Vue 2.0入门实战教程,非常好，学到很多东西，本来之前想向老师提问的，但自己认为应该独立思考一下，就没有提问，并且之后都解决了。都是反复看视频受到的启发，真是干货满满。值得！！！
91,最容易上手的Vue 2.0入门实战教程,现在视频看了一大半了，全程比较流畅，把之前自学的散乱的知识点都串起来了，也逐渐感觉到vue的迷人之处。老师讲的很赞，内容实用，通俗易懂，逻辑清晰。老师棒棒的
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,老师很负责人、很有耐心，这个是非常重要的。不像某些老师，课程一录完，早就飞的没影了。
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,讲的不错，看过课程tp直接可以上手开发。
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,收获满满，，就是无法完成支付，，有点遗憾 哈哈哈哈
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,讲的很棒！ 对于我这个新手来说受益匪浅 收获满满 如果能有高并发和缓存的讲解就完美了
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,今天学完了干货满满，希望老师再出一些有难度的课程
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,讲的不错，就是感觉太快 感觉听了一大半反而还不如以前了呢
85,Thinkphp 5.0 仿百度糯米开发多商家电商平台,课程不错的，也有很多坑，老师课程一直是经典，希望老师再出更优秀的课程
